OFFICE / BALLOT ISSUE,PARTY,COUNTY,CANDIDATE / BALLOT ISSUE TITLE,YES VOTES,YES PERCENT,NO VOTES,NO PERCENT
President/Vice President,Veterans Party of America,GARFIELD,Chris Keniston / Deacon Taylor,41,0.00%,,
President/Vice President,Veterans Party of America,GILPIN,Chris Keniston / Deacon Taylor,12,0.00%,,
President/Vice President,Veterans Party of America,GRAND,Chris Keniston / Deacon Taylor,15,0.00%,,
President/Vice President,Veterans Party of America,GUNNISON,Chris Keniston / Deacon Taylor,9,0.00%,,
President/Vice President,Veterans Party of America,HINSDALE,Chris Keniston / Deacon Taylor,1,0.00%,,
President/Vice President,Veterans Party of America,HUERFANO,Chris Keniston / Deacon Taylor,10,0.00%,,
President/Vice President,Veterans Party of America,JACKSON,Chris Keniston / Deacon Taylor,1,0.00%,,
President/Vice President,Veterans Party of America,JEFFERSON,Chris Keniston / Deacon Taylor,588,0.02%,,
President/Vice President,Veterans Party of America,KIOWA,Chris Keniston / Deacon Taylor,0,0.00%,,
President/Vice President,Veterans Party of America,KIT CARSON,Chris Keniston / Deacon Taylor,13,0.00%,,
President/Vice President,Veterans Party of America,LAKE,Chris Keniston / Deacon Taylor,6,0.00%,,
President/Vice President,Veterans Party of America,LA PLATA,Chris Keniston / Deacon Taylor,38,0.00%,,
President/Vice President,Veterans Party of America,LARIMER,Chris Keniston / Deacon Taylor,334,0.01%,,
President/Vice President,Veterans Party of America,LAS ANIMAS,Chris Keniston / Deacon Taylor,23,0.00%,,
President/Vice President,Veterans Party of America,LINCOLN,Chris Keniston / Deacon Taylor,6,0.00%,,
President/Vice President,Veterans Party of America,LOGAN,Chris Keniston / Deacon Taylor,25,0.00%,,
President/Vice President,Veterans Party of America,MESA,Chris Keniston / Deacon Taylor,169,0.01%,,
President/Vice President,Veterans Party of America,MINERAL,Chris Keniston / Deacon Taylor,4,0.00%,,
President/Vice President,Veterans Party of America,MOFFAT,Chris Keniston / Deacon Taylor,13,0.00%,,
President/Vice President,Veterans Party of America,MONTEZUMA,Chris Keniston / Deacon Taylor,26,0.00%,,
President/Vice President,Veterans Party of America,MONTROSE,Chris Keniston / Deacon Taylor,33,0.00%,,
President/Vice President,Veterans Party of America,MORGAN,Chris Keniston / Deacon Taylor,30,0.00%,,
President/Vice President,Veterans Party of America,OTERO,Chris Keniston / Deacon Taylor,34,0.00%,,
President/Vice President,Veterans Party of America,OURAY,Chris Keniston / Deacon Taylor,3,0.00%,,
President/Vice President,Veterans Party of America,PARK,Chris Keniston / Deacon Taylor,22,0.00%,,
President/Vice President,Veterans Party of America,PHILLIPS,Chris Keniston / Deacon Taylor,4,0.00%,,
President/Vice President,Veterans Party of America,PITKIN,Chris Keniston / Deacon Taylor,8,0.00%,,
President/Vice President,Veterans Party of America,PROWERS,Chris Keniston / Deacon Taylor,10,0.00%,,
President/Vice President,Veterans Party of America,PUEBLO,Chris Keniston / Deacon Taylor,134,0.00%,,
President/Vice President,Veterans Party of America,RIO BLANCO,Chris Keniston / Deacon Taylor,6,0.00%,,
President/Vice President,Veterans Party of America,RIO GRANDE,Chris Keniston / Deacon Taylor,21,0.00%,,
President/Vice President,Veterans Party of America,ROUTT,Chris Keniston / Deacon Taylor,14,0.00%,,
President/Vice President,Veterans Party of America,SAGUACHE,Chris Keniston / Deacon Taylor,7,0.00%,,
President/Vice President,Veterans Party of America,SAN JUAN,Chris Keniston / Deacon Taylor,0,0.00%,,
President/Vice President,Veterans Party of America,SAN MIGUEL,Chris Keniston / Deacon Taylor,2,0.00%,,
President/Vice President,Veterans Party of America,SEDGWICK,Chris Keniston / Deacon Taylor,6,0.00%,,
President/Vice President,Veterans Party of America,SUMMIT,Chris Keniston / Deacon Taylor,8,0.00%,,
President/Vice President,Veterans Party of America,TELLER,Chris Keniston / Deacon Taylor,26,0.00%,,
President/Vice President,Veterans Party of America,WASHINGTON,Chris Keniston / Deacon Taylor,6,0.00%,,
President/Vice President,Veterans Party of America,WELD,Chris Keniston / Deacon Taylor,332,0.01%,,
President/Vice President,Veterans Party of America,YUMA,Chris Keniston / Deacon Taylor,12,0.00%,,
President/Vice President,Veterans Party of America,,Chris Keniston / Deacon Taylor TOTAL,"5,028",0.18%,,
President/Vice President,Socialist Workers Party,ADAMS,Alyson Kennedy / Osborne Hart,42,0.00%,,
President/Vice President,Socialist Workers Party,ALAMOSA,Alyson Kennedy / Osborne Hart,5,0.00%,,
President/Vice President,Socialist Workers Party,ARAPAHOE,Alyson Kennedy / Osborne Hart,37,0.00%,,
President/Vice President,Socialist Workers Party,ARCHULETA,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,BACA,Alyson Kennedy / Osborne Hart,1,0.00%,,
President/Vice President,Socialist Workers Party,BENT,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,BOULDER,Alyson Kennedy / Osborne Hart,32,0.00%,,
President/Vice President,Socialist Workers Party,BROOMFIELD,Alyson Kennedy / Osborne Hart,8,0.00%,,
President/Vice President,Socialist Workers Party,CHAFFEE,Alyson Kennedy / Osborne Hart,4,0.00%,,
President/Vice President,Socialist Workers Party,CHEYENNE,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,CLEAR CREEK,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,CONEJOS,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,COSTILLA,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,CROWLEY,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,CUSTER,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,DELTA,Alyson Kennedy / Osborne Hart,8,0.00%,,
President/Vice President,Socialist Workers Party,DENVER,Alyson Kennedy / Osborne Hart,62,0.00%,,
President/Vice President,Socialist Workers Party,DOLORES,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,DOUGLAS,Alyson Kennedy / Osborne Hart,13,0.00%,,
President/Vice President,Socialist Workers Party,EAGLE,Alyson Kennedy / Osborne Hart,7,0.00%,,
President/Vice President,Socialist Workers Party,ELBERT,Alyson Kennedy / Osborne Hart,3,0.00%,,
President/Vice President,Socialist Workers Party,EL PASO,Alyson Kennedy / Osborne Hart,40,0.00%,,
President/Vice President,Socialist Workers Party,FREMONT,Alyson Kennedy / Osborne Hart,2,0.00%,,
President/Vice President,Socialist Workers Party,GARFIELD,Alyson Kennedy / Osborne Hart,2,0.00%,,
President/Vice President,Socialist Workers Party,GILPIN,Alyson Kennedy / Osborne Hart,1,0.00%,,
President/Vice President,Socialist Workers Party,GRAND,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,GUNNISON,Alyson Kennedy / Osborne Hart,3,0.00%,,
President/Vice President,Socialist Workers Party,HINSDALE,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,HUERFANO,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,JACKSON,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,JEFFERSON,Alyson Kennedy / Osborne Hart,51,0.00%,,
President/Vice President,Socialist Workers Party,KIOWA,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,KIT CARSON,Alyson Kennedy / Osborne Hart,1,0.00%,,
President/Vice President,Socialist Workers Party,LAKE,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,LA PLATA,Alyson Kennedy / Osborne Hart,3,0.00%,,
President/Vice President,Socialist Workers Party,LARIMER,Alyson Kennedy / Osborne Hart,29,0.00%,,
President/Vice President,Socialist Workers Party,LAS ANIMAS,Alyson Kennedy / Osborne Hart,2,0.00%,,
President/Vice President,Socialist Workers Party,LINCOLN,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,LOGAN,Alyson Kennedy / Osborne Hart,3,0.00%,,
President/Vice President,Socialist Workers Party,MESA,Alyson Kennedy / Osborne Hart,10,0.00%,,
President/Vice President,Socialist Workers Party,MINERAL,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,MOFFAT,Alyson Kennedy / Osborne Hart,1,0.00%,,
President/Vice President,Socialist Workers Party,MONTEZUMA,Alyson Kennedy / Osborne Hart,5,0.00%,,
President/Vice President,Socialist Workers Party,MONTROSE,Alyson Kennedy / Osborne Hart,15,0.00%,,
President/Vice President,Socialist Workers Party,MORGAN,Alyson Kennedy / Osborne Hart,1,0.00%,,
President/Vice President,Socialist Workers Party,OTERO,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,OURAY,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,PARK,Alyson Kennedy / Osborne Hart,2,0.00%,,
President/Vice President,Socialist Workers Party,PHILLIPS,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,PITKIN,Alyson Kennedy / Osborne Hart,1,0.00%,,
President/Vice President,Socialist Workers Party,PROWERS,Alyson Kennedy / Osborne Hart,1,0.00%,,
President/Vice President,Socialist Workers Party,PUEBLO,Alyson Kennedy / Osborne Hart,28,0.00%,,
President/Vice President,Socialist Workers Party,RIO BLANCO,Alyson Kennedy / Osborne Hart,1,0.00%,,
President/Vice President,Socialist Workers Party,RIO GRANDE,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,ROUTT,Alyson Kennedy / Osborne Hart,3,0.00%,,
President/Vice President,Socialist Workers Party,SAGUACHE,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,SAN JUAN,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,SAN MIGUEL,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,SEDGWICK,Alyson Kennedy / Osborne Hart,1,0.00%,,
President/Vice President,Socialist Workers Party,SUMMIT,Alyson Kennedy / Osborne Hart,1,0.00%,,
President/Vice President,Socialist Workers Party,TELLER,Alyson Kennedy / Osborne Hart,3,0.00%,,
President/Vice President,Socialist Workers Party,WASHINGTON,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,WELD,Alyson Kennedy / Osborne Hart,20,0.00%,,
President/Vice President,Socialist Workers Party,YUMA,Alyson Kennedy / Osborne Hart,0,0.00%,,
President/Vice President,Socialist Workers Party,,Alyson Kennedy / Osborne Hart TOTAL,452,0.02%,,
President/Vice President,Independent American Party,ADAMS,Kyle Kenley Kopitke / Nathan R. Sorenson,145,0.01%,,
President/Vice President,Independent American Party,ALAMOSA,Kyle Kenley Kopitke / Nathan R. Sorenson,2,0.00%,,
President/Vice President,Independent American Party,ARAPAHOE,Kyle Kenley Kopitke / Nathan R. Sorenson,132,0.00%,,
President/Vice President,Independent American Party,ARCHULETA,Kyle Kenley Kopitke / Nathan R. Sorenson,2,0.00%,,
President/Vice President,Independent American Party,BACA,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,BENT,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,BOULDER,Kyle Kenley Kopitke / Nathan R. Sorenson,28,0.00%,,
President/Vice President,Independent American Party,BROOMFIELD,Kyle Kenley Kopitke / Nathan R. Sorenson,14,0.00%,,
President/Vice President,Independent American Party,CHAFFEE,Kyle Kenley Kopitke / Nathan R. Sorenson,2,0.00%,,
President/Vice President,Independent American Party,CHEYENNE,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,CLEAR CREEK,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,CONEJOS,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,COSTILLA,Kyle Kenley Kopitke / Nathan R. Sorenson,1,0.00%,,
President/Vice President,Independent American Party,CROWLEY,Kyle Kenley Kopitke / Nathan R. Sorenson,2,0.00%,,
President/Vice President,Independent American Party,CUSTER,Kyle Kenley Kopitke / Nathan R. Sorenson,2,0.00%,,
President/Vice President,Independent American Party,DELTA,Kyle Kenley Kopitke / Nathan R. Sorenson,10,0.00%,,
President/Vice President,Independent American Party,DENVER,Kyle Kenley Kopitke / Nathan R. Sorenson,110,0.00%,,
President/Vice President,Independent American Party,DOLORES,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,DOUGLAS,Kyle Kenley Kopitke / Nathan R. Sorenson,64,0.00%,,
President/Vice President,Independent American Party,EAGLE,Kyle Kenley Kopitke / Nathan R. Sorenson,6,0.00%,,
President/Vice President,Independent American Party,ELBERT,Kyle Kenley Kopitke / Nathan R. Sorenson,5,0.00%,,
President/Vice President,Independent American Party,EL PASO,Kyle Kenley Kopitke / Nathan R. Sorenson,126,0.00%,,
President/Vice President,Independent American Party,FREMONT,Kyle Kenley Kopitke / Nathan R. Sorenson,7,0.00%,,
President/Vice President,Independent American Party,GARFIELD,Kyle Kenley Kopitke / Nathan R. Sorenson,12,0.00%,,
President/Vice President,Independent American Party,GILPIN,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,GRAND,Kyle Kenley Kopitke / Nathan R. Sorenson,2,0.00%,,
President/Vice President,Independent American Party,GUNNISON,Kyle Kenley Kopitke / Nathan R. Sorenson,2,0.00%,,
President/Vice President,Independent American Party,HINSDALE,Kyle Kenley Kopitke / Nathan R. Sorenson,1,0.00%,,
President/Vice President,Independent American Party,HUERFANO,Kyle Kenley Kopitke / Nathan R. Sorenson,1,0.00%,,
President/Vice President,Independent American Party,JACKSON,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,JEFFERSON,Kyle Kenley Kopitke / Nathan R. Sorenson,134,0.00%,,
President/Vice President,Independent American Party,KIOWA,Kyle Kenley Kopitke / Nathan R. Sorenson,1,0.00%,,
President/Vice President,Independent American Party,KIT CARSON,Kyle Kenley Kopitke / Nathan R. Sorenson,4,0.00%,,
President/Vice President,Independent American Party,LAKE,Kyle Kenley Kopitke / Nathan R. Sorenson,1,0.00%,,
President/Vice President,Independent American Party,LA PLATA,Kyle Kenley Kopitke / Nathan R. Sorenson,8,0.00%,,
President/Vice President,Independent American Party,LARIMER,Kyle Kenley Kopitke / Nathan R. Sorenson,58,0.00%,,
President/Vice President,Independent American Party,LAS ANIMAS,Kyle Kenley Kopitke / Nathan R. Sorenson,4,0.00%,,
President/Vice President,Independent American Party,LINCOLN,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,LOGAN,Kyle Kenley Kopitke / Nathan R. Sorenson,6,0.00%,,
President/Vice President,Independent American Party,MESA,Kyle Kenley Kopitke / Nathan R. Sorenson,40,0.00%,,
President/Vice President,Independent American Party,MINERAL,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,MOFFAT,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,MONTEZUMA,Kyle Kenley Kopitke / Nathan R. Sorenson,4,0.00%,,
President/Vice President,Independent American Party,MONTROSE,Kyle Kenley Kopitke / Nathan R. Sorenson,4,0.00%,,
President/Vice President,Independent American Party,MORGAN,Kyle Kenley Kopitke / Nathan R. Sorenson,8,0.00%,,
President/Vice President,Independent American Party,OTERO,Kyle Kenley Kopitke / Nathan R. Sorenson,6,0.00%,,
President/Vice President,Independent American Party,OURAY,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,PARK,Kyle Kenley Kopitke / Nathan R. Sorenson,5,0.00%,,
President/Vice President,Independent American Party,PHILLIPS,Kyle Kenley Kopitke / Nathan R. Sorenson,2,0.00%,,
President/Vice President,Independent American Party,PITKIN,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,PROWERS,Kyle Kenley Kopitke / Nathan R. Sorenson,4,0.00%,,
President/Vice President,Independent American Party,PUEBLO,Kyle Kenley Kopitke / Nathan R. Sorenson,24,0.00%,,
President/Vice President,Independent American Party,RIO BLANCO,Kyle Kenley Kopitke / Nathan R. Sorenson,1,0.00%,,
President/Vice President,Independent American Party,RIO GRANDE,Kyle Kenley Kopitke / Nathan R. Sorenson,4,0.00%,,
President/Vice President,Independent American Party,ROUTT,Kyle Kenley Kopitke / Nathan R. Sorenson,4,0.00%,,
President/Vice President,Independent American Party,SAGUACHE,Kyle Kenley Kopitke / Nathan R. Sorenson,2,0.00%,,
President/Vice President,Independent American Party,SAN JUAN,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,SAN MIGUEL,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,SEDGWICK,Kyle Kenley Kopitke / Nathan R. Sorenson,0,0.00%,,
President/Vice President,Independent American Party,SUMMIT,Kyle Kenley Kopitke / Nathan R. Sorenson,6,0.00%,,
President/Vice President,Independent American Party,TELLER,Kyle Kenley Kopitke / Nathan R. Sorenson,2,0.00%,,
President/Vice President,Independent American Party,WASHINGTON,Kyle Kenley Kopitke / Nathan R. Sorenson,1,0.00%,,
President/Vice President,Independent American Party,WELD,Kyle Kenley Kopitke / Nathan R. Sorenson,84,0.00%,,
President/Vice President,Independent American Party,YUMA,Kyle Kenley Kopitke / Nathan R. Sorenson,3,0.00%,,
President/Vice President,Independent American Party,,Kyle Kenley Kopitke / Nathan R. Sorenson TOTAL,"1,096",0.04%,,
President/Vice President,Kotlikoff for President,ADAMS,Laurence Kotlikoff / Edward Leamer,17,0.00%,,
President/Vice President,Kotlikoff for President,ALAMOSA,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,ARAPAHOE,Laurence Kotlikoff / Edward Leamer,50,0.00%,,
President/Vice President,Kotlikoff for President,ARCHULETA,Laurence Kotlikoff / Edward Leamer,3,0.00%,,
President/Vice President,Kotlikoff for President,BACA,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,BENT,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,BOULDER,Laurence Kotlikoff / Edward Leamer,30,0.00%,,
President/Vice President,Kotlikoff for President,BROOMFIELD,Laurence Kotlikoff / Edward Leamer,10,0.00%,,
President/Vice President,Kotlikoff for President,CHAFFEE,Laurence Kotlikoff / Edward Leamer,3,0.00%,,
President/Vice President,Kotlikoff for President,CHEYENNE,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,CLEAR CREEK,Laurence Kotlikoff / Edward Leamer,2,0.00%,,
President/Vice President,Kotlikoff for President,CONEJOS,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,COSTILLA,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,CROWLEY,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,CUSTER,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,DELTA,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,DENVER,Laurence Kotlikoff / Edward Leamer,43,0.00%,,
President/Vice President,Kotlikoff for President,DOLORES,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,DOUGLAS,Laurence Kotlikoff / Edward Leamer,29,0.00%,,
President/Vice President,Kotlikoff for President,EAGLE,Laurence Kotlikoff / Edward Leamer,6,0.00%,,
President/Vice President,Kotlikoff for President,ELBERT,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,EL PASO,Laurence Kotlikoff / Edward Leamer,51,0.00%,,
President/Vice President,Kotlikoff for President,FREMONT,Laurence Kotlikoff / Edward Leamer,3,0.00%,,
President/Vice President,Kotlikoff for President,GARFIELD,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,GILPIN,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,GRAND,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,GUNNISON,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,HINSDALE,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,HUERFANO,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,JACKSON,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,JEFFERSON,Laurence Kotlikoff / Edward Leamer,53,0.00%,,
President/Vice President,Kotlikoff for President,KIOWA,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,KIT CARSON,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,LAKE,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,LA PLATA,Laurence Kotlikoff / Edward Leamer,2,0.00%,,
President/Vice President,Kotlikoff for President,LARIMER,Laurence Kotlikoff / Edward Leamer,32,0.00%,,
President/Vice President,Kotlikoff for President,LAS ANIMAS,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,LINCOLN,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,LOGAN,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,MESA,Laurence Kotlikoff / Edward Leamer,9,0.00%,,
President/Vice President,Kotlikoff for President,MINERAL,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,MOFFAT,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,MONTEZUMA,Laurence Kotlikoff / Edward Leamer,3,0.00%,,
President/Vice President,Kotlikoff for President,MONTROSE,Laurence Kotlikoff / Edward Leamer,4,0.00%,,
President/Vice President,Kotlikoff for President,MORGAN,Laurence Kotlikoff / Edward Leamer,3,0.00%,,
President/Vice President,Kotlikoff for President,OTERO,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,OURAY,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,PARK,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,PHILLIPS,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,PITKIN,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,PROWERS,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,PUEBLO,Laurence Kotlikoff / Edward Leamer,6,0.00%,,
President/Vice President,Kotlikoff for President,RIO BLANCO,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,RIO GRANDE,Laurence Kotlikoff / Edward Leamer,2,0.00%,,
President/Vice President,Kotlikoff for President,ROUTT,Laurence Kotlikoff / Edward Leamer,3,0.00%,,
President/Vice President,Kotlikoff for President,SAGUACHE,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,SAN JUAN,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,SAN MIGUEL,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,SEDGWICK,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,SUMMIT,Laurence Kotlikoff / Edward Leamer,2,0.00%,,
President/Vice President,Kotlikoff for President,TELLER,Laurence Kotlikoff / Edward Leamer,1,0.00%,,
President/Vice President,Kotlikoff for President,WASHINGTON,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,WELD,Laurence Kotlikoff / Edward Leamer,11,0.00%,,
President/Vice President,Kotlikoff for President,YUMA,Laurence Kotlikoff / Edward Leamer,0,0.00%,,
President/Vice President,Kotlikoff for President,,Laurence Kotlikoff / Edward Leamer TOTAL,392,0.01%,,
President/Vice President,Socialism and Liberation,ADAMS,Gloria Estela La Riva / Dennis J. Banks,64,0.00%,,
President/Vice President,Socialism and Liberation,ALAMOSA,Gloria Estela La Riva / Dennis J. Banks,1,0.00%,,
President/Vice President,Socialism and Liberation,ARAPAHOE,Gloria Estela La Riva / Dennis J. Banks,43,0.00%,,
President/Vice President,Socialism and Liberation,ARCHULETA,Gloria Estela La Riva / Dennis J. Banks,0,0.00%,,
President/Vice President,Socialism and Liberation,BACA,Gloria Estela La Riva / Dennis J. Banks,0,0.00%,,
President/Vice President,Socialism and Liberation,BENT,Gloria Estela La Riva / Dennis J. Banks,0,0.00%,,
President/Vice President,Socialism and Liberation,BOULDER,Gloria Estela La Riva / Dennis J. Banks,30,0.00%,,
President/Vice President,Socialism and Liberation,BROOMFIELD,Gloria Estela La Riva / Dennis J. Banks,4,0.00%,,
President/Vice President,Socialism and Liberation,CHAFFEE,Gloria Estela La Riva / Dennis J. Banks,2,0.00%,,
President/Vice President,Socialism and Liberation,CHEYENNE,Gloria Estela La Riva / Dennis J. Banks,0,0.00%,,
President/Vice President,Socialism and Liberation,CLEAR CREEK,Gloria Estela La Riva / Dennis J. Banks,2,0.00%,,
President/Vice President,Socialism and Liberation,CONEJOS,Gloria Estela La Riva / Dennis J. Banks,2,0.00%,,
President/Vice President,Socialism and Liberation,COSTILLA,Gloria Estela La Riva / Dennis J. Banks,0,0.00%,,
President/Vice President,Socialism and Liberation,CROWLEY,Gloria Estela La Riva / Dennis J. Banks,0,0.00%,,
President/Vice President,Socialism and Liberation,CUSTER,Gloria Estela La Riva / Dennis J. Banks,1,0.00%,,
President/Vice President,Socialism and Liberation,DELTA,Gloria Estela La Riva / Dennis J. Banks,1,0.00%,,
President/Vice President,Socialism and Liberation,DENVER,Gloria Estela La Riva / Dennis J. Banks,75,0.00%,,
President/Vice President,Socialism and Liberation,DOLORES,Gloria Estela La Riva / Dennis J. Banks,1,0.00%,,
President/Vice President,Socialism and Liberation,DOUGLAS,Gloria Estela La Riva / Dennis J. Banks,10,0.00%,,
President/Vice President,Socialism and Liberation,EAGLE,Gloria Estela La Riva / Dennis J. Banks,7,0.00%,,
President/Vice President,Socialism and Liberation,ELBERT,Gloria Estela La Riva / Dennis J. Banks,1,0.00%,,
President/Vice President,Socialism and Liberation,EL PASO,Gloria Estela La Riva / Dennis J. Banks,58,0.00%,,
President/Vice President,Socialism and Liberation,FREMONT,Gloria Estela La Riva / Dennis J. Banks,7,0.00%,,
President/Vice President,Socialism and Liberation,GARFIELD,Gloria Estela La Riva / Dennis J. Banks,4,0.00%,,
President/Vice President,Socialism and Liberation,GILPIN,Gloria Estela La Riva / Dennis J. Banks,0,0.00%,,
President/Vice President,Socialism and Liberation,GRAND,Gloria Estela La Riva / Dennis J. Banks,0,0.00%,,
President/Vice President,Socialism and Liberation,GUNNISON,Gloria Estela La Riva / Dennis J. Banks,1,0.00%,,
