,Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
433,President/Vice President,Libertarian Party,LINCOLN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",26,
434,President/Vice President,Libertarian Party,LOGAN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",139,
435,President/Vice President,Libertarian Party,MESA,"Jo Jorgensen / Jeremy ""Spike"" Cohen","1,306",
436,President/Vice President,Libertarian Party,MINERAL,"Jo Jorgensen / Jeremy ""Spike"" Cohen",3,
437,President/Vice President,Libertarian Party,MOFFAT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",97,
438,President/Vice President,Libertarian Party,MONTEZUMA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",192,
439,President/Vice President,Libertarian Party,MONTROSE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",285,
440,President/Vice President,Libertarian Party,MORGAN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",151,
441,President/Vice President,Libertarian Party,OTERO,"Jo Jorgensen / Jeremy ""Spike"" Cohen",88,
442,President/Vice President,Libertarian Party,OURAY,"Jo Jorgensen / Jeremy ""Spike"" Cohen",46,
443,President/Vice President,Libertarian Party,PARK,"Jo Jorgensen / Jeremy ""Spike"" Cohen",238,
444,President/Vice President,Libertarian Party,PHILLIPS,"Jo Jorgensen / Jeremy ""Spike"" Cohen",24,
445,President/Vice President,Libertarian Party,PITKIN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",94,
446,President/Vice President,Libertarian Party,PROWERS,"Jo Jorgensen / Jeremy ""Spike"" Cohen",39,
447,President/Vice President,Libertarian Party,PUEBLO,"Jo Jorgensen / Jeremy ""Spike"" Cohen","1,200",
448,President/Vice President,Libertarian Party,RIO BLANCO,"Jo Jorgensen / Jeremy ""Spike"" Cohen",42,
449,President/Vice President,Libertarian Party,RIO GRANDE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",66,
450,President/Vice President,Libertarian Party,ROUTT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",236,
451,President/Vice President,Libertarian Party,SAGUACHE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",39,
452,President/Vice President,Libertarian Party,SAN JUAN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",7,
453,President/Vice President,Libertarian Party,SAN MIGUEL,"Jo Jorgensen / Jeremy ""Spike"" Cohen",52,
454,President/Vice President,Libertarian Party,SEDGWICK,"Jo Jorgensen / Jeremy ""Spike"" Cohen",8,
455,President/Vice President,Libertarian Party,SUMMIT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",353,
456,President/Vice President,Libertarian Party,TELLER,"Jo Jorgensen / Jeremy ""Spike"" Cohen",267,
457,President/Vice President,Libertarian Party,WASHINGTON,"Jo Jorgensen / Jeremy ""Spike"" Cohen",25,
458,President/Vice President,Libertarian Party,WELD,"Jo Jorgensen / Jeremy ""Spike"" Cohen","2,895",
459,President/Vice President,Libertarian Party,YUMA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",52,
460,President/Vice President,Libertarian Party,,"Jo Jorgensen / Jeremy ""Spike"" Cohen Total Votes","52,460",
461,President/Vice President,Libertarian Party,,"Jo Jorgensen / Jeremy ""Spike"" Cohen Vote %",1.61%,
462,President/Vice President,American Solidarity Party,ADAMS,Brian Carroll / Amar Patel,160,
463,President/Vice President,American Solidarity Party,ALAMOSA,Brian Carroll / Amar Patel,7,
464,President/Vice President,American Solidarity Party,ARAPAHOE,Brian Carroll / Amar Patel,297,
465,President/Vice President,American Solidarity Party,ARCHULETA,Brian Carroll / Amar Patel,7,
466,President/Vice President,American Solidarity Party,BACA,Brian Carroll / Amar Patel,3,
467,President/Vice President,American Solidarity Party,BENT,Brian Carroll / Amar Patel,0,
468,President/Vice President,American Solidarity Party,BOULDER,Brian Carroll / Amar Patel,143,
469,President/Vice President,American Solidarity Party,BROOMFIELD,Brian Carroll / Amar Patel,50,
470,President/Vice President,American Solidarity Party,CHAFFEE,Brian Carroll / Amar Patel,14,
471,President/Vice President,American Solidarity Party,CHEYENNE,Brian Carroll / Amar Patel,0,
472,President/Vice President,American Solidarity Party,CLEAR CREEK,Brian Carroll / Amar Patel,5,
473,President/Vice President,American Solidarity Party,CONEJOS,Brian Carroll / Amar Patel,2,
474,President/Vice President,American Solidarity Party,COSTILLA,Brian Carroll / Amar Patel,0,
475,President/Vice President,American Solidarity Party,CROWLEY,Brian Carroll / Amar Patel,0,
476,President/Vice President,American Solidarity Party,CUSTER,Brian Carroll / Amar Patel,2,
477,President/Vice President,American Solidarity Party,DELTA,Brian Carroll / Amar Patel,6,
478,President/Vice President,American Solidarity Party,DENVER,Brian Carroll / Amar Patel,242,
479,President/Vice President,American Solidarity Party,DOLORES,Brian Carroll / Amar Patel,0,
480,President/Vice President,American Solidarity Party,DOUGLAS,Brian Carroll / Amar Patel,199,
481,President/Vice President,American Solidarity Party,EAGLE,Brian Carroll / Amar Patel,10,
482,President/Vice President,American Solidarity Party,ELBERT,Brian Carroll / Amar Patel,6,
483,President/Vice President,American Solidarity Party,EL PASO,Brian Carroll / Amar Patel,467,
484,President/Vice President,American Solidarity Party,FREMONT,Brian Carroll / Amar Patel,11,
485,President/Vice President,American Solidarity Party,GARFIELD,Brian Carroll / Amar Patel,11,
486,President/Vice President,American Solidarity Party,GILPIN,Brian Carroll / Amar Patel,0,
487,President/Vice President,American Solidarity Party,GRAND,Brian Carroll / Amar Patel,4,
488,President/Vice President,American Solidarity Party,GUNNISON,Brian Carroll / Amar Patel,7,
489,President/Vice President,American Solidarity Party,HINSDALE,Brian Carroll / Amar Patel,3,
490,President/Vice President,American Solidarity Party,HUERFANO,Brian Carroll / Amar Patel,3,
491,President/Vice President,American Solidarity Party,JACKSON,Brian Carroll / Amar Patel,0,
492,President/Vice President,American Solidarity Party,JEFFERSON,Brian Carroll / Amar Patel,309,
493,President/Vice President,American Solidarity Party,KIOWA,Brian Carroll / Amar Patel,0,
494,President/Vice President,American Solidarity Party,KIT CARSON,Brian Carroll / Amar Patel,2,
495,President/Vice President,American Solidarity Party,LAKE,Brian Carroll / Amar Patel,1,
496,President/Vice President,American Solidarity Party,LA PLATA,Brian Carroll / Amar Patel,11,
497,President/Vice President,American Solidarity Party,LARIMER,Brian Carroll / Amar Patel,258,
498,President/Vice President,American Solidarity Party,LAS ANIMAS,Brian Carroll / Amar Patel,5,
499,President/Vice President,American Solidarity Party,LINCOLN,Brian Carroll / Amar Patel,1,
500,President/Vice President,American Solidarity Party,LOGAN,Brian Carroll / Amar Patel,5,
501,President/Vice President,American Solidarity Party,MESA,Brian Carroll / Amar Patel,38,
502,President/Vice President,American Solidarity Party,MINERAL,Brian Carroll / Amar Patel,0,
503,President/Vice President,American Solidarity Party,MOFFAT,Brian Carroll / Amar Patel,2,
504,President/Vice President,American Solidarity Party,MONTEZUMA,Brian Carroll / Amar Patel,9,
505,President/Vice President,American Solidarity Party,MONTROSE,Brian Carroll / Amar Patel,7,
506,President/Vice President,American Solidarity Party,MORGAN,Brian Carroll / Amar Patel,5,
507,President/Vice President,American Solidarity Party,OTERO,Brian Carroll / Amar Patel,6,
508,President/Vice President,American Solidarity Party,OURAY,Brian Carroll / Amar Patel,1,
509,President/Vice President,American Solidarity Party,PARK,Brian Carroll / Amar Patel,4,
510,President/Vice President,American Solidarity Party,PHILLIPS,Brian Carroll / Amar Patel,1,
511,President/Vice President,American Solidarity Party,PITKIN,Brian Carroll / Amar Patel,2,
512,President/Vice President,American Solidarity Party,PROWERS,Brian Carroll / Amar Patel,3,
513,President/Vice President,American Solidarity Party,PUEBLO,Brian Carroll / Amar Patel,35,
514,President/Vice President,American Solidarity Party,RIO BLANCO,Brian Carroll / Amar Patel,0,
515,President/Vice President,American Solidarity Party,RIO GRANDE,Brian Carroll / Amar Patel,1,
516,President/Vice President,American Solidarity Party,ROUTT,Brian Carroll / Amar Patel,6,
517,President/Vice President,American Solidarity Party,SAGUACHE,Brian Carroll / Amar Patel,3,
518,President/Vice President,American Solidarity Party,SAN JUAN,Brian Carroll / Amar Patel,0,
519,President/Vice President,American Solidarity Party,SAN MIGUEL,Brian Carroll / Amar Patel,0,
520,President/Vice President,American Solidarity Party,SEDGWICK,Brian Carroll / Amar Patel,0,
521,President/Vice President,American Solidarity Party,SUMMIT,Brian Carroll / Amar Patel,6,
522,President/Vice President,American Solidarity Party,TELLER,Brian Carroll / Amar Patel,18,
523,President/Vice President,American Solidarity Party,WASHINGTON,Brian Carroll / Amar Patel,2,
524,President/Vice President,American Solidarity Party,WELD,Brian Carroll / Amar Patel,115,
525,President/Vice President,American Solidarity Party,YUMA,Brian Carroll / Amar Patel,0,
526,President/Vice President,American Solidarity Party,,Brian Carroll / Amar Patel Total Votes,"2,515",
527,President/Vice President,American Solidarity Party,,Brian Carroll / Amar Patel Vote %,0.08%,
528,President/Vice President,Unaffiliated,ADAMS,Mark Charles / Adrian Wallace,197,
529,President/Vice President,Unaffiliated,ALAMOSA,Mark Charles / Adrian Wallace,11,
530,President/Vice President,Unaffiliated,ARAPAHOE,Mark Charles / Adrian Wallace,189,
531,President/Vice President,Unaffiliated,ARCHULETA,Mark Charles / Adrian Wallace,6,
532,President/Vice President,Unaffiliated,BACA,Mark Charles / Adrian Wallace,0,
533,President/Vice President,Unaffiliated,BENT,Mark Charles / Adrian Wallace,0,
534,President/Vice President,Unaffiliated,BOULDER,Mark Charles / Adrian Wallace,75,
535,President/Vice President,Unaffiliated,BROOMFIELD,Mark Charles / Adrian Wallace,23,
536,President/Vice President,Unaffiliated,CHAFFEE,Mark Charles / Adrian Wallace,11,
537,President/Vice President,Unaffiliated,CHEYENNE,Mark Charles / Adrian Wallace,0,
538,President/Vice President,Unaffiliated,CLEAR CREEK,Mark Charles / Adrian Wallace,7,
539,President/Vice President,Unaffiliated,CONEJOS,Mark Charles / Adrian Wallace,5,
540,President/Vice President,Unaffiliated,COSTILLA,Mark Charles / Adrian Wallace,2,
541,President/Vice President,Unaffiliated,CROWLEY,Mark Charles / Adrian Wallace,2,
542,President/Vice President,Unaffiliated,CUSTER,Mark Charles / Adrian Wallace,1,
543,President/Vice President,Unaffiliated,DELTA,Mark Charles / Adrian Wallace,12,
544,President/Vice President,Unaffiliated,DENVER,Mark Charles / Adrian Wallace,181,
545,President/Vice President,Unaffiliated,DOLORES,Mark Charles / Adrian Wallace,2,
546,President/Vice President,Unaffiliated,DOUGLAS,Mark Charles / Adrian Wallace,76,
547,President/Vice President,Unaffiliated,EAGLE,Mark Charles / Adrian Wallace,16,
548,President/Vice President,Unaffiliated,ELBERT,Mark Charles / Adrian Wallace,11,
549,President/Vice President,Unaffiliated,EL PASO,Mark Charles / Adrian Wallace,299,
550,President/Vice President,Unaffiliated,FREMONT,Mark Charles / Adrian Wallace,24,
551,President/Vice President,Unaffiliated,GARFIELD,Mark Charles / Adrian Wallace,21,
552,President/Vice President,Unaffiliated,GILPIN,Mark Charles / Adrian Wallace,9,
553,President/Vice President,Unaffiliated,GRAND,Mark Charles / Adrian Wallace,5,
554,President/Vice President,Unaffiliated,GUNNISON,Mark Charles / Adrian Wallace,8,
555,President/Vice President,Unaffiliated,HINSDALE,Mark Charles / Adrian Wallace,1,
556,President/Vice President,Unaffiliated,HUERFANO,Mark Charles / Adrian Wallace,5,
557,President/Vice President,Unaffiliated,JACKSON,Mark Charles / Adrian Wallace,1,
558,President/Vice President,Unaffiliated,JEFFERSON,Mark Charles / Adrian Wallace,231,
559,President/Vice President,Unaffiliated,KIOWA,Mark Charles / Adrian Wallace,0,
560,President/Vice President,Unaffiliated,KIT CARSON,Mark Charles / Adrian Wallace,1,
561,President/Vice President,Unaffiliated,LAKE,Mark Charles / Adrian Wallace,0,
562,President/Vice President,Unaffiliated,LA PLATA,Mark Charles / Adrian Wallace,29,
563,President/Vice President,Unaffiliated,LARIMER,Mark Charles / Adrian Wallace,136,
564,President/Vice President,Unaffiliated,LAS ANIMAS,Mark Charles / Adrian Wallace,7,
565,President/Vice President,Unaffiliated,LINCOLN,Mark Charles / Adrian Wallace,3,
566,President/Vice President,Unaffiliated,LOGAN,Mark Charles / Adrian Wallace,9,
567,President/Vice President,Unaffiliated,MESA,Mark Charles / Adrian Wallace,58,
568,President/Vice President,Unaffiliated,MINERAL,Mark Charles / Adrian Wallace,0,
569,President/Vice President,Unaffiliated,MOFFAT,Mark Charles / Adrian Wallace,7,
570,President/Vice President,Unaffiliated,MONTEZUMA,Mark Charles / Adrian Wallace,18,
571,President/Vice President,Unaffiliated,MONTROSE,Mark Charles / Adrian Wallace,8,
572,President/Vice President,Unaffiliated,MORGAN,Mark Charles / Adrian Wallace,11,
573,President/Vice President,Unaffiliated,OTERO,Mark Charles / Adrian Wallace,14,
574,President/Vice President,Unaffiliated,OURAY,Mark Charles / Adrian Wallace,0,
575,President/Vice President,Unaffiliated,PARK,Mark Charles / Adrian Wallace,12,
576,President/Vice President,Unaffiliated,PHILLIPS,Mark Charles / Adrian Wallace,1,
577,President/Vice President,Unaffiliated,PITKIN,Mark Charles / Adrian Wallace,3,
578,President/Vice President,Unaffiliated,PROWERS,Mark Charles / Adrian Wallace,3,
579,President/Vice President,Unaffiliated,PUEBLO,Mark Charles / Adrian Wallace,71,
580,President/Vice President,Unaffiliated,RIO BLANCO,Mark Charles / Adrian Wallace,3,
581,President/Vice President,Unaffiliated,RIO GRANDE,Mark Charles / Adrian Wallace,11,
582,President/Vice President,Unaffiliated,ROUTT,Mark Charles / Adrian Wallace,13,
583,President/Vice President,Unaffiliated,SAGUACHE,Mark Charles / Adrian Wallace,6,
584,President/Vice President,Unaffiliated,SAN JUAN,Mark Charles / Adrian Wallace,2,
585,President/Vice President,Unaffiliated,SAN MIGUEL,Mark Charles / Adrian Wallace,2,
586,President/Vice President,Unaffiliated,SEDGWICK,Mark Charles / Adrian Wallace,2,
587,President/Vice President,Unaffiliated,SUMMIT,Mark Charles / Adrian Wallace,13,
588,President/Vice President,Unaffiliated,TELLER,Mark Charles / Adrian Wallace,10,
589,President/Vice President,Unaffiliated,WASHINGTON,Mark Charles / Adrian Wallace,2,
590,President/Vice President,Unaffiliated,WELD,Mark Charles / Adrian Wallace,120,
591,President/Vice President,Unaffiliated,YUMA,Mark Charles / Adrian Wallace,5,
592,President/Vice President,Unaffiliated,,Mark Charles / Adrian Wallace Total Votes,"2,011",
593,President/Vice President,Unaffiliated,,Mark Charles / Adrian Wallace Vote %,0.06%,
594,President/Vice President,Prohibition Party,ADAMS,Phil Collins / Billy Joe Parker,46,
595,President/Vice President,Prohibition Party,ALAMOSA,Phil Collins / Billy Joe Parker,2,
596,President/Vice President,Prohibition Party,ARAPAHOE,Phil Collins / Billy Joe Parker,63,
597,President/Vice President,Prohibition Party,ARCHULETA,Phil Collins / Billy Joe Parker,1,
598,President/Vice President,Prohibition Party,BACA,Phil Collins / Billy Joe Parker,1,
599,President/Vice President,Prohibition Party,BENT,Phil Collins / Billy Joe Parker,0,
600,President/Vice President,Prohibition Party,BOULDER,Phil Collins / Billy Joe Parker,19,
601,President/Vice President,Prohibition Party,BROOMFIELD,Phil Collins / Billy Joe Parker,6,
602,President/Vice President,Prohibition Party,CHAFFEE,Phil Collins / Billy Joe Parker,3,
603,President/Vice President,Prohibition Party,CHEYENNE,Phil Collins / Billy Joe Parker,0,
604,President/Vice President,Prohibition Party,CLEAR CREEK,Phil Collins / Billy Joe Parker,3,
605,President/Vice President,Prohibition Party,CONEJOS,Phil Collins / Billy Joe Parker,1,
606,President/Vice President,Prohibition Party,COSTILLA,Phil Collins / Billy Joe Parker,0,
607,President/Vice President,Prohibition Party,CROWLEY,Phil Collins / Billy Joe Parker,1,
608,President/Vice President,Prohibition Party,CUSTER,Phil Collins / Billy Joe Parker,1,
609,President/Vice President,Prohibition Party,DELTA,Phil Collins / Billy Joe Parker,5,
610,President/Vice President,Prohibition Party,DENVER,Phil Collins / Billy Joe Parker,63,
611,President/Vice President,Prohibition Party,DOLORES,Phil Collins / Billy Joe Parker,0,
612,President/Vice President,Prohibition Party,DOUGLAS,Phil Collins / Billy Joe Parker,21,
613,President/Vice President,Prohibition Party,EAGLE,Phil Collins / Billy Joe Parker,3,
614,President/Vice President,Prohibition Party,ELBERT,Phil Collins / Billy Joe Parker,3,
615,President/Vice President,Prohibition Party,EL PASO,Phil Collins / Billy Joe Parker,77,
616,President/Vice President,Prohibition Party,FREMONT,Phil Collins / Billy Joe Parker,11,
617,President/Vice President,Prohibition Party,GARFIELD,Phil Collins / Billy Joe Parker,5,
618,President/Vice President,Prohibition Party,GILPIN,Phil Collins / Billy Joe Parker,1,
619,President/Vice President,Prohibition Party,GRAND,Phil Collins / Billy Joe Parker,1,
620,President/Vice President,Prohibition Party,GUNNISON,Phil Collins / Billy Joe Parker,0,
621,President/Vice President,Prohibition Party,HINSDALE,Phil Collins / Billy Joe Parker,0,
622,President/Vice President,Prohibition Party,HUERFANO,Phil Collins / Billy Joe Parker,3,
623,President/Vice President,Prohibition Party,JACKSON,Phil Collins / Billy Joe Parker,0,
624,President/Vice President,Prohibition Party,JEFFERSON,Phil Collins / Billy Joe Parker,64,
625,President/Vice President,Prohibition Party,KIOWA,Phil Collins / Billy Joe Parker,0,
626,President/Vice President,Prohibition Party,KIT CARSON,Phil Collins / Billy Joe Parker,0,
627,President/Vice President,Prohibition Party,LAKE,Phil Collins / Billy Joe Parker,2,
628,President/Vice President,Prohibition Party,LA PLATA,Phil Collins / Billy Joe Parker,5,
629,President/Vice President,Prohibition Party,LARIMER,Phil Collins / Billy Joe Parker,36,
630,President/Vice President,Prohibition Party,LAS ANIMAS,Phil Collins / Billy Joe Parker,5,
631,President/Vice President,Prohibition Party,LINCOLN,Phil Collins / Billy Joe Parker,0,
632,President/Vice President,Prohibition Party,LOGAN,Phil Collins / Billy Joe Parker,4,
633,President/Vice President,Prohibition Party,MESA,Phil Collins / Billy Joe Parker,18,
634,President/Vice President,Prohibition Party,MINERAL,Phil Collins / Billy Joe Parker,1,
635,President/Vice President,Prohibition Party,MOFFAT,Phil Collins / Billy Joe Parker,1,
636,President/Vice President,Prohibition Party,MONTEZUMA,Phil Collins / Billy Joe Parker,3,
637,President/Vice President,Prohibition Party,MONTROSE,Phil Collins / Billy Joe Parker,3,
638,President/Vice President,Prohibition Party,MORGAN,Phil Collins / Billy Joe Parker,5,
639,President/Vice President,Prohibition Party,OTERO,Phil Collins / Billy Joe Parker,5,
640,President/Vice President,Prohibition Party,OURAY,Phil Collins / Billy Joe Parker,1,
641,President/Vice President,Prohibition Party,PARK,Phil Collins / Billy Joe Parker,4,
642,President/Vice President,Prohibition Party,PHILLIPS,Phil Collins / Billy Joe Parker,0,
643,President/Vice President,Prohibition Party,PITKIN,Phil Collins / Billy Joe Parker,0,
644,President/Vice President,Prohibition Party,PROWERS,Phil Collins / Billy Joe Parker,0,
645,President/Vice President,Prohibition Party,PUEBLO,Phil Collins / Billy Joe Parker,34,
646,President/Vice President,Prohibition Party,RIO BLANCO,Phil Collins / Billy Joe Parker,0,
647,President/Vice President,Prohibition Party,RIO GRANDE,Phil Collins / Billy Joe Parker,5,
648,President/Vice President,Prohibition Party,ROUTT,Phil Collins / Billy Joe Parker,0,
649,President/Vice President,Prohibition Party,SAGUACHE,Phil Collins / Billy Joe Parker,0,
650,President/Vice President,Prohibition Party,SAN JUAN,Phil Collins / Billy Joe Parker,0,
651,President/Vice President,Prohibition Party,SAN MIGUEL,Phil Collins / Billy Joe Parker,1,
652,President/Vice President,Prohibition Party,SEDGWICK,Phil Collins / Billy Joe Parker,0,
653,President/Vice President,Prohibition Party,SUMMIT,Phil Collins / Billy Joe Parker,4,
654,President/Vice President,Prohibition Party,TELLER,Phil Collins / Billy Joe Parker,0,
655,President/Vice President,Prohibition Party,WASHINGTON,Phil Collins / Billy Joe Parker,0,
656,President/Vice President,Prohibition Party,WELD,Phil Collins / Billy Joe Parker,27,
657,President/Vice President,Prohibition Party,YUMA,Phil Collins / Billy Joe Parker,0,
658,President/Vice President,Prohibition Party,,Phil Collins / Billy Joe Parker Total Votes,568,
659,President/Vice President,Prohibition Party,,Phil Collins / Billy Joe Parker Vote %,0.02%,
660,President/Vice President,Alliance Party,ADAMS,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",72,
661,President/Vice President,Alliance Party,ALAMOSA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",5,
662,President/Vice President,Alliance Party,ARAPAHOE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",67,
663,President/Vice President,Alliance Party,ARCHULETA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
664,President/Vice President,Alliance Party,BACA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
665,President/Vice President,Alliance Party,BENT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
666,President/Vice President,Alliance Party,BOULDER,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",23,
667,President/Vice President,Alliance Party,BROOMFIELD,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",8,
668,President/Vice President,Alliance Party,CHAFFEE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",2,
669,President/Vice President,Alliance Party,CHEYENNE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
670,President/Vice President,Alliance Party,CLEAR CREEK,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",2,
671,President/Vice President,Alliance Party,CONEJOS,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",4,
672,President/Vice President,Alliance Party,COSTILLA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
673,President/Vice President,Alliance Party,CROWLEY,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
674,President/Vice President,Alliance Party,CUSTER,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
675,President/Vice President,Alliance Party,DELTA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
676,President/Vice President,Alliance Party,DENVER,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",60,
677,President/Vice President,Alliance Party,DOLORES,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
678,President/Vice President,Alliance Party,DOUGLAS,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",32,
679,President/Vice President,Alliance Party,EAGLE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
680,President/Vice President,Alliance Party,ELBERT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
681,President/Vice President,Alliance Party,EL PASO,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",94,
682,President/Vice President,Alliance Party,FREMONT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
683,President/Vice President,Alliance Party,GARFIELD,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
684,President/Vice President,Alliance Party,GILPIN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
685,President/Vice President,Alliance Party,GRAND,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
686,President/Vice President,Alliance Party,GUNNISON,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
687,President/Vice President,Alliance Party,HINSDALE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
688,President/Vice President,Alliance Party,HUERFANO,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",2,
689,President/Vice President,Alliance Party,JACKSON,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
690,President/Vice President,Alliance Party,JEFFERSON,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",63,
691,President/Vice President,Alliance Party,KIOWA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
692,President/Vice President,Alliance Party,KIT CARSON,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
693,President/Vice President,Alliance Party,LAKE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
694,President/Vice President,Alliance Party,LA PLATA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",8,
695,President/Vice President,Alliance Party,LARIMER,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",55,
696,President/Vice President,Alliance Party,LAS ANIMAS,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
697,President/Vice President,Alliance Party,LINCOLN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
698,President/Vice President,Alliance Party,LOGAN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",2,
699,President/Vice President,Alliance Party,MESA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",10,
700,President/Vice President,Alliance Party,MINERAL,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
701,President/Vice President,Alliance Party,MOFFAT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
702,President/Vice President,Alliance Party,MONTEZUMA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
703,President/Vice President,Alliance Party,MONTROSE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
704,President/Vice President,Alliance Party,MORGAN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",9,
705,President/Vice President,Alliance Party,OTERO,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",8,
706,President/Vice President,Alliance Party,OURAY,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
707,President/Vice President,Alliance Party,PARK,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
708,President/Vice President,Alliance Party,PHILLIPS,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
709,President/Vice President,Alliance Party,PITKIN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
710,President/Vice President,Alliance Party,PROWERS,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
711,President/Vice President,Alliance Party,PUEBLO,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",38,
712,President/Vice President,Alliance Party,RIO BLANCO,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
713,President/Vice President,Alliance Party,RIO GRANDE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
714,President/Vice President,Alliance Party,ROUTT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
715,President/Vice President,Alliance Party,SAGUACHE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
716,President/Vice President,Alliance Party,SAN JUAN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
717,President/Vice President,Alliance Party,SAN MIGUEL,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
718,President/Vice President,Alliance Party,SEDGWICK,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
719,President/Vice President,Alliance Party,SUMMIT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
720,President/Vice President,Alliance Party,TELLER,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
721,President/Vice President,Alliance Party,WASHINGTON,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
722,President/Vice President,Alliance Party,WELD,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",39,
723,President/Vice President,Alliance Party,YUMA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
724,President/Vice President,Alliance Party,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson Total Votes",636,
725,President/Vice President,Alliance Party,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson Vote %",0.02%,
726,President/Vice President,Progressive Party,ADAMS,Dario Hunter / Dawn Neptune Adams,38,
727,President/Vice President,Progressive Party,ALAMOSA,Dario Hunter / Dawn Neptune Adams,1,
